DESTINO;ORIGEN; CANTI ; FOBDOL ; FOBPES 
PER;BUN;78.000,00;17.144,00;72.672.539,00
PER;BUN;486;3.674,00;15.142.454,00
PER;BUN;120;2.669,00;11.091.570,00
PER;BUN;442;23.324,00;98.871.091,00
PER;BUN;15.000,00;3.902,00;16.079.936,00
PER;BUN;504;372;1.571.642,00
PER;BUN;3.720,00;1.814,00;7.690.969,00
PER;BUN;1.276,00;21.533,00;90.743.461,00
PER;BUN;87.192,00;67.075,00;283.555.058,00
PER;BUN;20;1.423,00;6.033.409,00
PER;BUN;24;1.922,00;8.147.281,00
PER;BUN;116;5.228,00;22.164.649,00
PER;BUN;4;134;571.439,00
PER;BUN;731;12.926,00;54.791.629,00
PER;BUN;110;8.314,00;35.244.130,00
PER;BUN;158;9.239,00;39.166.550,00
PER;BUN;51;2.881,00;12.213.991,00
PER;BUN;130;20.356,00;86.286.284,00
PER;BUN;537;4.665,00;19.775.422,00
PER;BUN;1.018,00;7.200,00;29.668.464,00
PER;BUN;47.325,00;95.143,00;403.300.084,00
PER;BUN;11.721,00;34.761,00;147.348.911,00
PER;BUN;48.843,00;46.560,00;197.360.856,00
PER;BUN;30;577;2.447.935,00
PER;BUN;19;253;1.074.972,00
PER;BUN;93;2.241,00;9.500.280,00
PER;BUN;23;206;875.873,00
PER;BUN;23;59;251.830,00
PER;BUN;21.600,00;19.789,00;83.883.450,00
PER;BUN;29;665;2.819.513,00
PER;BUN;25;2.021,00;8.567.394,00
PER;BUN;3;16;69.686,00
PER;BUN;10;104;444.740,00
PER;BUN;192;1.797,00;7.620.604,00
PER;BUN;743;11.125,00;47.157.757,00
PER;BUN;58;3.903,00;16.545.248,00
PER;BUN;32;1.625,00;6.889.106,00
PER;BUN;488;16.828,00;71.333.105,00
PER;BUN;78;3.126,00;13.254.417,00
PER;BUN;11.285,00;20.385,00;86.617.904,00
PER;BUN;24;1.278,00;5.419.708,00
PER;BUN;21.589,00;7.061,00;29.931.621,00
PER;BUN;95;175;744.977,00
PER;BUN;50;673;2.852.746,00
PER;BUN;58;7.398,00;31.360.029,00
PER;BUN;105;3.838,00;16.270.359,00
PER;BUN;60;396;1.679.771,00
PER;BUN;2;2;8.427,00
PER;BUN;8;8;33.711,00
PER;BUN;38;51;216.181,00
PER;BUN;0;0;42
PER;BUN;83;320;1.356.432,00
PER;BUN;2;2;8.427,00
PER;BUN;4;4;16.855,00
PER;BUN;2.610,00;8.943,00;37.910.578,00
PER;BUN;1.413,00;4.766,00;20.204.563,00
PER;BUN;25.500,00;63.520,00;278.640.643,00
PER;BUN;4.914,00;8.475,00;35.857.254,00
PER;BUN;7.080,00;17.527,00;74.150.366,00
PER;BUN;1.738,00;10.619,00;44.926.032,00
PER;BUN;6.070,00;71.021,00;311.547.875,00
PER;BUN;499;824;3.616.230,00
PER;BUN;16.828,00;31.212,00;136.916.695,00
PER;BUN;4.141,00;6.709,00;29.434.181,00
PER;BUN;49.116,00;97.439,00;427.435.624,00
PER;BUN;1.080,00;914;4.011.161,00
PER;BUN;598.240,00;75.097,00;329.426.058,00
PER;BUN;52.171,00;237.384,00;1.008.648.228,00
PER;BUN;10.123,00;55.327,00;233.065.830,00
PER;BUN;5.646,00;22.451,00;94.578.081,00
PER;BUN;13.050,00;44.718,00;196.162.661,00
PER;BUN;40;931;4.084.419,00
PER;BUN;180;840;3.684.794,00
PER;BUN;923;2.584,00;11.335.129,00
PER;BUN;432;2.016,00;8.843.506,00
PER;BUN;630;1.940,00;8.510.120,00
PER;BUN;592;1.921,00;8.162.498,00
PER;BUN;109.677,00;122.618,00;537.887.292,00
PER;BUN;26.000,00;7.202,00;31.592.725,00
PER;BUN;720;547;2.400.380,00
PER;BUN;19.196,00;39.632,00;173.855.311,00
PER;BUN;663;1.869,00;8.199.018,00
PER;BUN;1;25;110.543,00
PER;BUN;3;57;252.671,00
PER;BUN;240;108;473.759,00
PER;BUN;6.530,00;100.660,00;441.562.072,00
PER;BUN;384;712;3.126.109,00
PER;BUN;100;50;219.333,00
PER;BUN;3.606,00;31.878,00;139.841.193,00
PER;BUN;16.500,00;2.295,00;10.067.384,00
PER;BUN;1.059,00;11.800,00;51.762.895,00
PER;BUN;206;1.997,00;8.487.377,00
PER;BUN;5.000,00;50;219.333,00
PER;BUN;1.305,00;4.471,00;19.616.266,00
PER;BUN;1.708,00;22.125,00;93.603.811,00
PER;BUN;771;3.325,00;14.059.030,00
PER;BUN;45;1.357,00;5.739.992,00
PER;BUN;17;187;790.648,00
PER;BUN;1;7.212,00;30.490.388,00
PER;BUN;4;41.389,00;174.970.403,00
PER;BUN;228;686;3.009.950,00
PER;BUN;156;1.257,00;5.518.242,00
PER;BUN;864;4.539,00;19.914.734,00
PER;BUN;36;194;852.766,00
PER;BUN;96;630;2.765.174,00
PER;BUN;1.000,00;480;2.105.596,00
PER;BUN;300;204;894.878,00
PER;BUN;76;1.245,00;5.464.901,00
PER;BUN;72;259;1.140.180,00
PER;BUN;2;10.460,00;45.884.463,00
PER;BUN;360;460;2.021.372,00
PER;BUN;7.560,00;77.464,00;319.199.707,00
PER;BUN;211.740,00;26.122,00;107.640.648,00
PER;BUN;341;5.580,00;22.995.119,00
PER;BUN;21.975,00;32.419,00;137.771.348,00
PER;BUN;571;2.455,00;10.771.443,00
PER;BUN;1.929,00;8.287,00;36.353.567,00
PER;BUN;12.220,00;52.474,00;230.185.772,00
PER;BUN;550;3.743,00;15.174.642,00
PER;BUN;90.000,00;50.932,00;206.468.617,00
PER;BUN;2.609.340,00;20.750,00;86.295.729,00
PER;BUN;258.060,00;18.580,00;78.269.598,00
PER;BUN;284.460,00;17.868,00;75.440.346,00
PER;BUN;97;60;256.618,00
PER;BUN;672;12.901,00;53.161.519,00
PER;BUN;450.000,00;369.000,00;1.520.508.780,00
PER;BUN;23.159,00;119.328,00;502.604.501,00
PER;BUN;226.520,00;16.455,00;67.804.843,00
PER;BUN;2.736,00;2.734,00;11.570.252,00
PER;BUN;223;376;1.601.235,00
PER;BUN;89;164;699.172,00
PER;BUN;45;89;382.027,00
PER;BUN;354;599;2.548.337,00
PER;BUN;3.398,00;7.311,00;31.064.481,00
PER;BUN;1.583,00;2.439,00;10.364.203,00
PER;BUN;394;971;4.127.308,00
PER;BUN;1.064,00;1.967,00;8.359.482,00
PER;BUN;835;1.414,00;6.008.680,00
PER;BUN;90;152;646.272,00
PER;BUN;268;498;2.117.446,00
PER;BUN;3.102,00;6.723,00;28.568.788,00
PER;BUN;814;9.003,00;37.099.796,00
PER;BUN;3;119;506.863,00
PER;BUN;4.790,00;33.137,00;140.799.750,00
PER;BUN;10;51;216.699,00
PER;BUN;31;150;638.199,00
PER;BUN;172;1.162,00;4.791.951,00
PER;BUN;1.316,00;6.006,00;25.522.595,00
PER;BUN;109;930;3.833.165,00
PER;BUN;297;2.067,00;8.785.147,00
PER;BUN;50;500;2.060.310,00
PER;BUN;22;78.215,00;317.065.487,00
PER;BUN;95;247.023,00;1.011.277.630,00
PER;BUN;25;523;2.227.032,00
PER;BUN;6.600,00;166.164,00;684.963.733,00
PER;BUN;3.240,00;58.159,00;239.777.945,00
PER;BUN;247;2.592,00;10.969.421,00
PER;BUN;26.449,00;95.737,00;399.301.392,00
PER;BUN;25.928,00;18.876,00;79.037.015,00
PER;BUN;82.030,00;80.677,00;334.010.056,00
PER;BUN;1.020,00;27.866,00;121.481.917,00
PER;BUN;8.820,00;60.567,00;257.536.335,00
PER;BUN;1.000,00;2.830,00;12.033.414,00
PER;BUN;4.788,00;15.293,00;62.104.303,00
PER;BUN;1.000,00;2.660,00;11.310.559,00
PER;BUN;200;756;3.214.580,00
PER;BUN;1.200,00;720;3.043.720,00
PER;BUN;2.000,00;9.542,00;40.197.612,00
PER;BUN;259.520,00;4.346,00;17.947.333,00
PER;BUN;300.000,00;3.521,00;14.511.134,00
PER;BUN;135.286,00;157.161,00;648.381.110,00
PER;BUN;19.150,00;39.862,00;168.641.887,00
PER;BUN;1.395,00;2.081,00;8.845.355,00
PER;BUN;2.322,00;3.397,00;14.433.980,00
PER;BUN;124;147;628.512,00
PER;BUN;435;668;2.841.901,00
PER;BUN;2.291,00;3.522,00;14.968.887,00
PER;BUN;9;2.687,00;11.362.209,00
PER;BUN;61;457;1.943.365,00
PER;BUN;137;1.163,00;4.943.838,00
PER;BUN;267;2.259,00;9.598.788,00
PER;BUN;41;256;1.090.123,00
PER;BUN;188;1.163,00;4.942.309,00
PER;BUN;146;961;4.083.968,00
PER;BUN;173;1.150,00;4.890.556,00
PER;BUN;5.952,00;3.951,00;16.703.939,00
PER;BUN;444;21.701,00;89.424.088,00
PER;BUN;213;3.641,00;15.392.434,00
PER;BUN;91.917,00;297.033,00;1.241.075.489,00
PER;BUN;2.862,00;8.920,00;37.058.276,00
PER;BUN;25.392,00;2.690,00;11.373.370,00
PER;BUN;10;4.278,00;17.342.796,00
PER;BUN;3;52.690,00;217.115.467,00
PER;BUN;1;964;3.909.040,00
PER;BUN;10.532,00;28.595,00;118.242.193,00
PER;BUN;6.840,00;8.439,00;35.678.495,00
PER;BUN;3.940,00;3.725,00;15.428.690,00
PER;BUN;25.200,00;24.418,00;101.128.750,00
PER;BUN;21.450,00;35.026,00;145.058.928,00
PER;BUN;4.488,00;273.000,00;1.147.019.371,00
PER;BUN;29.488,00;106.171,00;447.248.833,00
PER;BUN;1;2;8.499,00
PER;BUN;220;127;537.460,00
PER;BUN;70;260;1.053.977,00
PER;BUN;5.292,00;24.192,00;106.125.588,00
PER;BUN;16.000,00;168.680,00;711.174.398,00
PER;BUN;26.000,00;11.544,00;48.853.861,00
PER;BUN;22.566,00;66.139,00;288.326.356,00
PER;BUN;11;977;3.962.145,00
PER;BUN;10;5;21.363,00
PER;BUN;320;29.287,00;118.723.604,00
PER;BUN;2;339;1.376.981,00
PER;BUN;1;70;286.195,00
PER;BUN;1;151.609,00;614.589.418,00
PER;BUN;1;42;171.149,00
PER;BUN;9.487,00;331.610,00;1.413.150.001,00
PER;BUN;2;2.035,00;8.250.293,00
PER;BUN;6;354;1.437.301,00
PER;BUN;1;165;670.532,00
PER;BUN;9;857;3.477.355,00
PER;BUN;27;68.805,00;278.920.091,00
PER;BUN;1;18.967,00;76.889.044,00
PER;BUN;1;89.256,00;361.823.132,00
PER;BUN;4;747;3.029.172,00
PER;BUN;5;97.066,00;393.485.389,00
PER;BUN;4;1.152,00;4.671.269,00
PER;BUN;4;4.331,00;17.558.456,00
PER;BUN;5;748;3.034.442,00
PER;BUN;183;681;2.760.610,00
PER;BUN;1.000,00;13.075,00;54.935.004,00
PER;BUN;5.847,00;7.055,00;30.950.211,00
PER;BUN;1.260,00;22.238,00;91.637.644,00
PER;BUN;355.000,00;22.914,00;94.422.647,00
PER;BUN;8.883,00;67.607,00;284.798.405,00
PER;BUN;15.000,00;7.830,00;32.266.020,00
PER;BUN;620.000,00;24.094,00;99.284.690,00
PER;BUN;9.150,00;137.181,00;579.727.324,00
PER;BUN;808;1.914,00;7.772.428,00
PER;BUN;2.800,00;10.152,00;41.227.332,00
PER;BUN;37;743;3.020.242,00
PER;BUN;25;59.481,00;245.100.864,00
PER;BUN;7.108,00;45.291,00;191.609.403,00
PER;BUN;1.745,00;486;2.059.460,00
PER;BUN;1.995,00;12.144,00;51.379.912,00
PER;BUN;9.104,00;2.535,00;10.724.596,00
PER;BUN;71.916,00;56.552,00;239.252.672,00
PER;BUN;1.121,00;9.682,00;41.139.412,00
PER;BUN;2;16.770,00;73.564.288,00
PER;BUN;1;45.400,00;199.154.364,00
PER;BUN;14.600,00;59.934,00;253.559.072,00
PER;BUN;70.182,00;89.938,00;394.528.304,00
PER;BUN;5.335,00;18.676,00;79.369.453,00
PER;BUN;606;1.023,00;4.155.609,00
PER;BUN;995;1.680,00;6.823.209,00
PER;BUN;223;361;1.466.243,00
PER;BUN;30;64;262.573,00
PER;BUN;248;534;2.171.610,00
PER;BUN;250;499;2.027.166,00
PER;BUN;50;76;312.602,00
PER;BUN;14;25;105.175,00
PER;BUN;64;191;779.638,00
PER;BUN;846;1.538,00;6.248.845,00
PER;BUN;500;923;3.751.475,00
PER;BUN;311;530;2.155.326,00
PER;BUN;1.395,00;3.049,00;12.384.516,00
PER;BUN;3.164,00;25.738,00;104.520.403,00
PER;BUN;80;559;2.272.237,00
PER;BUN;53;324;1.318.957,00
PER;BUN;127;776;3.154.127,00
PER;BUN;449;2.819,00;11.450.362,00
PER;BUN;2.797,00;59.256,00;240.628.542,00
PER;BUN;24;44.778,00;189.439.269,00
PER;BUN;183;8.943,00;37.689.073,00
PER;BUN;54;1.060,00;4.470.179,00
PER;BUN;30.074,00;110.428,00;469.290.970,00
PER;BUN;55;942;3.957.841,00
PER;BUN;319.242,00;18.187,00;76.968.954,00
PER;BUN;308.400,00;8.497,00;35.960.572,00
PER;BUN;26.040,00;95.872,00;404.713.102,00
PER;BUN;6.120,00;7.526,00;30.565.704,00
PER;BUN;901;1.481,00;6.016.485,00
PER;BUN;320;471;1.913.178,00
PER;BUN;1.559,00;1.859,00;7.549.610,00
PER;BUN;1.723,00;2.647,00;10.752.834,00
PER;BUN;853;6.174,00;25.072.214,00
PER;BUN;51;452;1.835.535,00
PER;BUN;30;313;1.273.922,00
PER;BUN;56;396;1.611.743,00
PER;BUN;36;230;936.508,00
PER;BUN;7.383,00;85.063,00;358.456.301,00
PER;BUN;506.402,00;49.115,00;212.480.512,00
PER;BUN;4;144.917,00;631.754.047,00
PER;BUN;7.656,00;55.932,00;234.999.976,00
PER;BUN;1.620,00;2.170,00;9.120.681,00
PER;BUN;545.325,00;123.608,00;523.108.267,00
PER;BUN;535;2.451,00;10.269.242,00
PER;BUN;2.140,00;9.725,00;40.629.513,00
PER;BUN;25.309,00;116.062,00;486.250.030,00
PER;BUN;9.324,00;93.091,00;408.359.092,00
PER;BUN;379;8.576,00;34.826.084,00
PER;BUN;1;3.950,00;16.698.190,00
PER;BUN;1.320,00;18.635,00;77.775.402,00
PER;BUN;440;893;3.620.331,00
PER;BUN;30.803,00;99.203,00;402.148.436,00
PER;BUN;330.600,00;10.654,00;46.736.484,00
PER;BUN;12.400,00;15.395,00;65.260.825,00
PER;BUN;3.740,00;3.915,00;16.597.513,00
PER;BUN;15.405,00;28.828,00;122.198.034,00
PER;BUN;4.615,00;15.903,00;67.301.780,00
PER;BUN;283;1.226,00;5.191.780,00
PER;BUN;1.274,00;5.520,00;23.362.971,00
PER;BUN;12.500,00;56.938,00;240.962.912,00
PER;BUN;0;630;2.678.816,00
PER;BUN;2.002,00;33.966,00;144.322.086,00
PER;BUN;583.340,00;36.408,00;153.193.320,00
PER;BUN;2.041.700,00;68.489,00;286.743.006,00
PER;BUN;2.700,00;1.132,00;4.771.731,00
PER;BUN;4.137.020,00;86.727,00;363.504.226,00
PER;BUN;718.360,00;13.550,00;57.099.672,00
PER;BUN;47.025,00;191.801,00;811.699.632,00
PER;BUN;7.200,00;86.008,00;374.943.275,00
PER;BUN;943;1.593,00;6.774.940,00
PER;BUN;1.346,00;2.275,00;9.675.248,00
PER;BUN;2.853,00;6.082,00;25.864.442,00
PER;BUN;326;466;1.983.897,00
PER;BUN;371;741;3.151.436,00
PER;BUN;180;443;1.886.524,00
PER;BUN;1.764,00;3.369,00;14.327.162,00
PER;BUN;135;269;1.146.746,00
PER;BUN;1.609,00;3.486,00;14.825.719,00
PER;BUN;63;2.146,00;9.128.599,00
PER;BUN;2.828,00;20.083,00;85.397.487,00
PER;BUN;4;19;84.489,00
PER;BUN;4;24;103.538,00
PER;BUN;2;13;59.019,00
PER;BUN;11;68;290.842,00
PER;BUN;21;128;544.735,00
PER;BUN;5;30;129.306,00
PER;BUN;159;1.272,00;5.412.825,00
PER;BUN;141;1.059,00;4.506.194,00
PER;BUN;24.200,00;64.443,00;271.469.928,00
PER;BUN;11.640,00;67.726,00;295.245.116,00
PER;BUN;9.250,00;52.545,00;229.065.588,00
PER;BUN;20.890,00;68.896,00;300.348.535,00
PER;BUN;29;560;2.456.529,00
PER;BUN;99;233.485,00;991.470.078,00
PER;BUN;97;1.662,00;7.291.681,00
PER;BUN;813;23.553,00;103.320.231,00
PER;BUN;112;6.023,00;24.419.525,00
PER;BUN;427;26.648,00;116.897.821,00
PER;BUN;258;5.136,00;22.532.079,00
PER;BUN;3.950,00;95.102,00;385.524.575,00
PER;BUN;685;12.058,00;52.897.855,00
PER;BUN;680;26.790,00;112.894.784,00
PER;BUN;720;12.775,00;52.910.081,00
PER;BUN;2.221,00;81.103,00;328.774.975,00
PER;BUN;211;4.647,00;18.840.903,00
PER;BUN;30.582,00;114.911,00;488.614.592,00
PER;BUN;4;283;1.243.618,00
PER;BUN;1.030,00;9.646,00;39.102.568,00
PER;BUN;8.315,00;61.102,00;247.696.491,00
PER;BUN;99.476,00;96.469,00;409.898.863,00
PER;BUN;4.800,00;18.354,00;80.512.757,00
PER;BUN;15.400,00;38.624,00;163.721.639,00
PER;BUN;200;478;2.029.603,00
PER;BUN;525;11.045,00;48.453.730,00
PER;BUN;8.960,00;33.694,00;147.436.665,00
PER;BUN;6.200,00;17.480,00;76.682.326,00
PER;BUN;975;5.850,00;24.856.650,00
PER;BUN;5.300,00;2.995,00;12.620.840,00
PER;BUN;27.319,00;101.749,00;412.466.999,00
PER;BUN;0;1;4.222,00
PER;BUN;72;84;359.301,00
PER;BUN;162;213;908.459,00
PER;BUN;2.632,00;3.924,00;16.687.922,00
PER;BUN;596;772;3.285.037,00
PER;BUN;1.032,00;1.484,00;6.310.654,00
PER;BUN;998;1.830,00;7.782.047,00
PER;BUN;2.742,00;3.270,00;13.907.991,00
PER;BUN;22.000,00;31.680,00;134.706.211,00
PER;BUN;279;428;1.823.678,00
PER;BUN;904;1.390,00;5.912.276,00
PER;BUN;4.628,00;6.458,00;27.377.714,00
PER;BUN;32;199;847.696,00
PER;BUN;492;4.368,00;18.575.382,00
PER;BUN;37;230;980.106,00
PER;BUN;319;1.982,00;8.430.746,00
PER;BUN;124;745;3.171.633,00
PER;BUN;75;524;2.230.901,00
PER;BUN;23;161;707.655,00
PER;BUN;160;9.635,00;42.267.223,00
PER;BUN;60;6.450,00;28.297.466,00
PER;BUN;220;884;3.881.097,00
PER;BUN;518.144,00;42.653,00;180.087.380,00
PER;BUN;7;573;2.422.719,00
PER;BUN;2.711,00;7.621,00;32.105.695,00
PER;BUN;90;961;4.216.457,00
PER;BUN;3;1.019,00;4.471.234,00
PER;BUN;2;3.567,00;15.063.699,00
PER;BUN;2;1.267,00;5.353.103,00
PER;BUN;1;3.010,00;12.708.490,00
PER;BUN;4;2.866,00;12.102.705,00
PER;BUN;10;480;2.026.603,00
PER;BUN;6.170,00;14.257,00;60.272.097,00
PER;BUN;2;4.210,00;17.777.194,00
PER;BUN;10;1.070,00;4.697.235,00
PER;BUN;4;2.114,00;8.988.960,00
PER;BUN;326;11.451,00;48.691.873,00
PER;BUN;1;200;844.418,00
PER;BUN;25;51.023,00;215.427.793,00
PER;BUN;33;3.589,00;15.156.585,00
PER;BUN;1;1.260,00;5.319.833,00
PER;BUN;5.636,00;198.143,00;829.144.990,00
PER;BUN;817.105,00;76.350,00;324.650.515,00
PER;BUN;955;6.648,00;28.267.894,00
PER;BUN;50;5.250,00;22.323.472,00
PER;BUN;105;10.075,00;42.839.806,00
PER;BUN;40;79;336.205,00
PER;BUN;1.111,00;1.870,00;7.898.052,00
PER;BUN;236;470;1.984.424,00
PER;BUN;548;923;3.899.226,00
PER;BUN;44;67;285.159,00
PER;BUN;239;488;2.064.348,00
PER;BUN;310;666;2.813.051,00
PER;BUN;64;117;497.784,00
PER;BUN;177;406;1.717.208,00
PER;BUN;417;830;3.508.345,00
PER;BUN;493;1.211,00;5.114.850,00
PER;BUN;240;423;1.786.450,00
PER;BUN;75;149;630.358,00
PER;BUN;478;986;4.164.838,00
PER;BUN;98;3.327,00;14.050.566,00
PER;BUN;3.640,00;25.002,00;105.564.367,00
PER;BUN;140;970;4.098.087,00
PER;BUN;599;2.483,00;10.485.856,00
PER;BUN;102;587;2.481.153,00
PER;BUN;30;159;675.323,00
PER;BUN;282;2.098,00;8.858.789,00
PER;BUN;27;1.173,00;4.755.222,00
PER;BUN;187;7.870,00;31.904.064,00
PER;BUN;1.851,00;2.756,00;11.639.879,00
PER;BUN;86;100;424.657,00
PER;BUN;1.209,00;1.566,00;6.615.888,00
PER;BUN;1.338,00;1.922,00;8.116.545,00
PER;BUN;4.124,00;4.902,00;20.697.994,00
PER;BUN;281;2.384,00;10.065.462,00
PER;BUN;130;777;3.284.152,00
PER;BUN;25;4;19.134,00
PER;BUN;13;32;142.961,00
PER;BUN;3;26;116.816,00
PER;BUN;2;10;46.586,00
PER;BUN;1;9;39.874,00
PER;BUN;2;4;19.389,00
PER;BUN;51;23;99.214,00
PER;BUN;393;368;1.563.801,00
PER;BUN;397;884;3.757.900,00
PER;BUN;2;7;30.167,00
PER;BUN;15.228,00;28.403,00;120.707.190,00
PER;BUN;500;15.064,00;63.479.244,00
PER;BUN;14.966,00;57.216,00;241.106.928,00
PER;BUN;36.000,00;34.884,00;148.222.116,00
PER;BUN;15.393,00;63.965,00;280.592.750,00
PER;BUN;21.000,00;634;2.690.610,00
PER;BUN;135.012,00;85.558,00;362.668.079,00
PER;BUN;402;2.745,00;11.638.059,00
PER;BUN;400;2.708,00;11.411.430,00
PER;BUN;20.000,00;4.000,00;16.855.880,00
PER;BUN;1.082,00;2.781,00;11.789.174,00
PER;BUN;545;10.549,00;44.718.044,00
PER;BUN;27.360,00;73.658,00;312.228.434,00
PER;BUN;7.728,00;38.254,00;162.153.222,00
PER;BUN;7.016,00;63.567,00;267.870.063,00
PER;BUN;139;432;1.836.332,00
PER;BUN;96;179;762.780,00
PER;BUN;116;360;1.529.640,00
PER;BUN;388;2.427,00;10.315.637,00
PER;BUN;4.047,00;23.128,00;98.042.419,00
PER;BUN;1.240,00;761;3.235.188,00
PER;BUN;273;673;2.862.211,00
PER;BUN;70.527,00;67.927,00;288.118.213,00
PER;BUN;25;70;298.279,00
PER;BUN;470;674;2.864.760,00
PER;BUN;1.974,00;1.347,00;5.727.227,00
PER;BUN;10;161;685.278,00
PER;BUN;1.908,00;10.585,00;44.870.007,00
PER;BUN;245;54;230.932,00
PER;BUN;123;244;1.039.262,00
PER;BUN;1.566,00;7.500,00;31.604.775,00
PER;BUN;6.816,00;4.930,00;20.949.949,00
PER;BUN;4;51;209.984,00
PER;BUN;2.550,00;317;1.345.962,00
PER;BUN;12;85;364.054,00
PER;BUN;13;108;461.951,00
PER;BUN;1.136,00;9.950,00;42.066.504,00
PER;BUN;0;31;129.396,00
PER;BUN;1;5;22.376,00
PER;BUN;240;300;1.274.700,00
PER;BUN;597;17.131,00;72.318.278,00
PER;BUN;20;129;525.367,00
PER;BUN;4;369;1.495.999,00
PER;BUN;5.210,00;1.932,00;8.193.315,00
PER;BUN;34;15.300,00;65.009.700,00
PER;BUN;15;1.516,00;6.427.961,00
PER;BUN;7;10.184,00;43.273.855,00
PER;BUN;1.356,00;1.977,00;8.382.453,00
PER;BUN;250;6.574,00;27.934.710,00
PER;BUN;78;11.281,00;47.624.455,00
PER;BUN;27;164;696.231,00
PER;BUN;28;33.937,00;137.575.209,00
PER;BUN;329;1.283,00;5.442.471,00
PER;BUN;168;259;1.104.400,00
PER;BUN;100;21.210,00;90.136.349,00
PER;BUN;750;19.072,00;83.664.572,00
PER;BUN;1.628,00;12.629,00;55.403.471,00
PER;BUN;96;25;111.684,00
PER;BUN;9.680,00;9.428,00;41.357.693,00
PER;BUN;9.000,00;8.721,00;38.256.061,00
PER;BUN;62.120,00;111.790,00;490.385.467,00
PER;BUN;59.234,00;274.470,00;1.161.658.040,00
PER;BUN;1;6.724,00;28.428.394,00
PER;BUN;1;368;1.616.264,00
PER;BUN;2.713,00;5.559,00;24.387.899,00
PER;BUN;15.203,00;39.515,00;173.342.949,00
PER;BUN;744;5.054,00;22.170.179,00
PER;BUN;4.524,00;24.509,00;107.514.536,00
PER;BUN;21.100,00;55.753,00;244.569.455,00
PER;BUN;5.000,00;28.850,00;126.555.141,00
PER;BUN;21;102.824,00;433.150.101,00
PER;BUN;104;265.242,00;1.153.009.727,00
PER;BUN;775;813;3.569.644,00
PER;BUN;860;2.407,00;10.561.673,00
PER;BUN;59.159,00;56.694,00;248.701.337,00
PER;BUN;230;4;20.178,00
PER;BUN;156.136,00;161.991,00;710.603.695,00
PER;BUN;80;47;208.585,00
PER;BUN;9;2;10.089,00
PER;BUN;192;3.750,00;16.449.975,00
PER;BUN;12;2.227,00;9.772.074,00
PER;BUN;2.712,00;1.053,00;4.619.679,00
PER;BUN;357;5.467,00;23.982.045,00
PER;BUN;26.088,00;2.796,00;12.265.101,00
PER;BUN;5;13.530,00;59.351.509,00
PER;BUN;82;1.168,00;4.966.231,00
PER;BUN;5.208,00;7.679,00;33.686.916,00
PER;BUN;4.063,00;27.715,00;121.579.571,00
PER;BUN;852;3.717,00;15.793.533,00
PER;BUN;525;12.366,00;50.131.714,00
PER;BUN;1.640,00;20.699,00;90.799.475,00
PER;BUN;2.912,00;19.373,00;84.985.396,00
PER;BUN;4.725,00;4.488,00;19.075.885,00
PER;BUN;436;92.851,00;376.397.534,00
PER;BUN;283;67.752,00;274.653.914,00
PER;BUN;128;33.040,00;133.938.500,00
PER;BUN;535;112.964,00;457.932.187,00
PER;BUN;62.829,00;163.916,00;674.985.501,00
PER;BUN;25.322,00;94.611,00;388.144.947,00
PER;BUN;1.605,00;7.385,00;30.249.745,00
PER;BUN;2.160,00;10.998,00;45.230.024,00
PER;BUN;708;150.207,00;637.555.980,00
PER;BUN;40;9.991,00;43.009.678,00
PER;BUN;285;77.417,00;328.353.969,00
PER;BUN;50.000,00;59.976,00;247.138.305,00
PER;BUN;1.050,00;30.238,00;128.574.697,00
PER;BUN;10;72;309.126,00
PER;BUN;100;667;2.839.545,00
PER;BUN;874;185.874,00;784.646.813,00
PER;BUN;432;105.167,00;443.954.890,00
PER;BUN;680;182.041,00;768.469.180,00
PER;BUN;5.793,00;5.793,00;23.763.909,00
PER;BUN;49.328,00;94.518,00;401.609.658,00
PER;BUN;12.543,00;48.689,00;206.882.875,00
PER;BUN;1.365,00;6.031,00;25.627.078,00
PER;BUN;4.320,00;7.158,00;30.414.342,00
PER;BUN;214;45.732,00;185.387.484,00
PER;BUN;50;13.012,00;52.749.754,00
PER;BUN;139;39.704,00;160.951.014,00
PER;BUN;83.593,00;252.951,00;1.071.958.489,00
PER;BUN;109.355,00;402.390,00;1.667.790.504,00
PER;BUN;1.483,00;6.823,00;28.598.180,00
PER;BUN;23.120,00;41.000,00;173.723.212,00
PER;BUN;108;15;65.799,00
PER;BUN;292;292;1.183.697,00
PER;BUN;2.797,00;2.797,00;11.883.656,00
PER;BUN;5.292,00;24.303,00;102.378.915,00
PER;BUN;63.060,00;110.462,00;466.810.676,00
PER;BUN;13.620,00;7.232,00;30.597.463,00
PER;BUN;600;606;2.552.775,00
PER;BUN;13.920,00;26.480,00;112.028.245,00
PER;BUN;650;5.102,00;22.382.932,00
PER;BUN;1.500,00;10.200,00;44.743.932,00
PER;BUN;1.116,00;5.991,00;25.240.626,00
PER;BUN;144;922;3.885.273,00
PER;BUN;528;2.697,00;11.361.618,00
PER;BUN;288;858;3.630.878,00
PER;BUN;360;1.206,00;5.083.308,00
PER;BUN;240;187;788.580,00
PER;BUN;40.560,00;13.408,00;56.727.403,00
PER;BUN;600;384;1.617.600,00
PER;BUN;3.120,00;2.995,00;12.671.523,00
PER;BUN;36;685;2.885.899,00
PER;BUN;428;90.991,00;368.859.324,00
PER;BUN;456;103.500,00;419.565.862,00
PER;BUN;13.063,00;49.382,00;216.624.851,00
