DESTINO;ORIGEN; CANTI ; FOBDOL ; FOBPES 
USA;BOG;38.596,00;7.696,00;32.471.489,00
USA;BOG;20.000,00;2.255,00;9.581.495,00
USA;BOG;1;92;373.837,00
USA;BOG;280;15.723,00;66.142.414,00
USA;BOG;1;259;1.053.612,00
USA;BOG;1.008.518,00;236.035,00;1.028.962.682,00
USA;BOG;449.066,00;68.361,00;298.016.604,00
USA;BOG;211.280,00;49.563,00;208.459.631,00
USA;BOG;355.333,00;57.633,00;251.246.341,00
USA;BOG;1.187.235,00;221.853,00;931.431.238,00
USA;BOG;32.427,00;198.609,00;865.816.336,00
USA;BOG;45.878,00;18.324,00;77.872.687,00
USA;BOG;294.409,00;84.323,00;354.730.614,00
USA;BOG;14.000,00;2.164,00;9.052.822,00
USA;BOG;10.750,00;1.716,00;7.230.756,00
USA;BOG;95.962,00;99.984,00;420.503.813,00
USA;BOG;260;150;636.622,00
USA;BOG;394.480,00;122.567,00;515.381.925,00
USA;BOG;12.400,00;6.318,00;26.614.575,00
USA;BOG;300;88;370.700,00
USA;BOG;400;126;536.779,00
USA;BOG;160;51;215.680,00
USA;BOG;17.880,00;2.197,00;9.256.968,00
USA;BOG;100;38;162.624,00
USA;BOG;120;39;166.815,00
USA;BOG;2.980,00;1.373,00;5.786.711,00
USA;BOG;67.678,00;101.765,00;427.907.972,00
USA;BOG;150;890;3.751.652,00
USA;BOG;10.240,00;24.891,00;105.339.234,00
USA;BOG;1;50;210.076,00
USA;BOG;205;4.521,00;19.129.126,00
USA;BOG;200;3.600,00;15.235.092,00
USA;BOG;4.392,00;1.121,00;4.888.543,00
USA;BOG;60.360,00;8.450,00;36.838.673,00
USA;BOG;179.561,00;26.942,00;117.451.042,00
USA;BOG;80;72;313.876,00
USA;BOG;13.714,00;3.617,00;15.367.304,00
USA;BOG;1.600,00;304;1.289.597,00
USA;BOG;1.500,00;295;1.250.832,00
USA;BOG;620;388;1.646.458,00
USA;BOG;350;71;303.803,00
USA;BOG;620;136;577.923,00
USA;BOG;200;80;338.594,00
USA;BOG;450;94;399.791,00
USA;BOG;325;3.702,00;15.680.125,00
USA;BOG;19.487.896,00;4.564.721,00;19.387.705.475,00
USA;BOG;5.104.853,00;973.284,00;4.165.137.669,00
USA;BOG;11.032.616,00;1.970.015,00;8.405.799.883,00
USA;BOG;1.186.741,00;863.545,00;3.660.889.878,00
USA;BOG;329.716,00;471.752,00;1.995.240.904,00
USA;BOG;344.729,00;573.531,00;2.427.348.399,00
USA;BOG;581.499,00;125.545,00;535.938.003,00
USA;BOG;5.849,00;12.602,00;53.240.720,00
USA;BOG;8.866.574,00;1.308.524,00;5.554.320.276,00
USA;BOG;1.033.499,00;218.406,00;922.364.532,00
USA;BOG;260;110;467.166,00
USA;BOG;7.106.765,00;11.545.930,00;48.904.075.067,00
USA;BOG;5.740,00;39.618,00;172.431.513,00
USA;BOG;518;6.573,00;27.085.041,00
USA;BOG;27;987;4.070.142,00
USA;BOG;29;881;3.632.079,00
USA;BOG;7;135;556.819,00
USA;BOG;81;1.015,00;4.183.171,00
USA;BOG;3.060,00;1.612,00;7.071.295,00
USA;BOG;1.433,00;10.982,00;46.558.774,00
USA;BOG;16.415,00;157.242,00;665.957.953,00
USA;BOG;6.962,00;65.252,00;274.263.542,00
USA;BOG;4.397.800,00;348.365,00;1.518.666.566,00
USA;BOG;2.738.646,00;1.099.649,00;4.584.383.902,00
USA;BOG;72.860,00;9.782,00;40.898.404,00
USA;BOG;1.214.919,00;140.656,00;587.883.124,00
USA;BOG;5;100;406.083,00
USA;BOG;5.975,00;572;2.407.247,00
USA;BOG;7.858,00;2.098,00;8.980.073,00
USA;BOG;99.110,00;60.900,00;256.498.459,00
USA;BOG;9.333,00;11.560,00;50.256.869,00
USA;BOG;630;129;537.871,00
USA;BOG;706.092,00;137.664,00;587.114.662,00
USA;BOG;104.260,00;28.123,00;122.186.414,00
USA;BOG;9.590,00;3.160,00;13.184.633,00
USA;BOG;1.333.682,00;1.012.346,00;4.256.752.899,00
USA;BOG;23.825,00;120.866,00;509.841.050,00
USA;BOG;29.542,00;186.286,00;804.272.679,00
USA;BOG;1.813,00;9.192,00;40.324.372,00
USA;BOG;18.972,00;112.241,00;477.710.074,00
USA;BOG;136;3.039,00;12.916.747,00
USA;BOG;163;1.537,00;6.501.387,00
USA;BOG;2.040,00;24.777,00;103.976.247,00
USA;BOG;26.356,00;130.178,00;559.747.393,00
USA;BOG;17.101,00;75.094,00;322.520.456,00
USA;BOG;346.580,00;1.291.031,00;5.513.376.515,00
USA;BOG;15;393;1.619.650,00
USA;BOG;5;169;698.568,00
USA;BOG;4;381;1.572.675,00
USA;BOG;75;1.664,00;6.859.348,00
USA;BOG;34;663;2.732.506,00
USA;BOG;78;1.404,00;5.952.108,00
USA;BOG;500;1.390,00;5.895.392,00
USA;BOG;92.480,00;23.084,00;100.728.865,00
USA;BOG;92.448,00;16.415,00;71.627.001,00
USA;BOG;79;1.846,00;7.609.301,00
USA;BOG;123;3.319,00;13.680.046,00
USA;BOG;674;1.432,00;5.903.447,00
USA;BOG;254;6.930,00;29.259.083,00
USA;BOG;76;874;3.692.639,00
USA;BOG;0;6.185,00;26.220.635,00
USA;BOG;404;3.000,00;12.161.280,00
USA;BOG;302;8.909,00;37.641.509,00
USA;BOG;6.000,00;720;3.158.395,00
USA;BOG;9.576,00;5.639,00;23.906.096,00
USA;BOG;4.872,00;7.646,00;32.410.925,00
USA;BOG;602;3.046,00;12.615.292,00
USA;BOG;7;28;118.030,00
USA;BOG;56;264;1.093.503,00
USA;BOG;3.108,00;12.194,00;50.503.579,00
USA;BOG;213;1.515,00;6.441.016,00
USA;BOG;2.031,00;19.656,00;83.486.627,00
USA;BOG;301;1.048,00;4.403.203,00
USA;BOG;1.483,00;5.560,00;23.548.974,00
USA;BOG;2.063,00;6.896,00;29.190.081,00
USA;BOG;22.740,00;85.601,00;364.152.965,00
USA;BOG;1.158,00;19.172,00;80.765.209,00
USA;BOG;4;1.048,00;4.436.603,00
USA;BOG;4;673;2.855.458,00
USA;BOG;7;2.695,00;11.412.668,00
USA;BOG;12;20.035,00;85.648.994,00
USA;BOG;2;1.257,00;5.330.777,00
USA;BOG;1;167;708.311,00
USA;BOG;2.132,00;169;721.372,00
USA;BOG;246;42;181.614,00
USA;BOG;2.238,00;105;446.662,00
USA;BOG;200;2;8.773,00
USA;BOG;310;43;182.778,00
USA;BOG;1.892,00;297;1.265.053,00
USA;BOG;36;11;50.357,00
USA;BOG;6.391,00;1.177,00;5.097.048,00
USA;BOG;23;1;5.692,00
USA;BOG;26;14;62.186,00
USA;BOG;0;0;415
USA;BOG;3;104.823,00;441.722.662,00
USA;BOG;1;44.476,00;187.423.563,00
USA;BOG;5.393,00;44.468,00;188.284.867,00
USA;BOG;3.991,00;45.672,00;193.252.456,00
USA;BOG;7;186.802,00;789.688.922,00
USA;BOG;6;125.036,00;515.229.592,00
USA;BOG;28.055,00;189.523,00;776.910.253,00
USA;BOG;131.312,00;960.112,00;4.033.399.712,00
USA;BOG;1.545,00;14.714,00;62.269.799,00
USA;BOG;6.500,00;35.035,00;147.588.468,00
USA;BOG;70.699,00;536.963,00;2.261.734.881,00
USA;BOG;213;11.978,00;50.477.882,00
USA;BOG;10;343;1.450.511,00
USA;BOG;40.227,00;13.838,00;57.104.548,00
USA;BOG;36;1.126,00;4.754.762,00
USA;BOG;41.589,00;17.266,00;72.044.015,00
USA;BOG;120;412;1.751.861,00
USA;BOG;90.609,00;24.260,00;102.392.681,00
USA;BOG;1;576;2.440.323,00
USA;BOG;2;891;3.771.447,00
USA;BOG;15;594;2.408.136,00
USA;BOG;147;2.793,00;11.325.516,00
USA;BOG;80;979;3.970.252,00
USA;BOG;129;7.590,00;30.770.349,00
USA;BOG;25;417;1.693.458,00
USA;BOG;656;11.300,00;48.013.700,00
USA;BOG;656;52;222.987,00
USA;BOG;72;2.323,00;9.572.941,00
USA;BOG;26.150,00;10.055,00;42.358.793,00
USA;BOG;360;342;1.440.675,00
USA;BOG;1.600,00;820;3.457.198,00
USA;BOG;1.514,00;5.872,00;24.739.254,00
USA;BOG;258;1.628,00;6.861.741,00
USA;BOG;1.172,00;19.868,00;84.233.109,00
USA;BOG;502;2.520,00;10.710.326,00
USA;BOG;150;2.052,00;8.718.948,00
USA;BOG;250;3.580,00;15.211.420,00
USA;BOG;4;1.550,00;6.444.228,00
USA;BOG;1;53;221.666,00
USA;BOG;63;2.175,00;9.037.950,00
USA;BOG;15.260,00;3.357,00;14.142.205,00
USA;BOG;17.450,00;3.357,00;14.104.536,00
USA;BOG;544;1.360,00;5.778.640,00
USA;BOG;1.010,00;4.211,00;17.073.220,00
USA;BOG;5.193,00;40.908,00;174.554.538,00
USA;BOG;143.140,00;30.469,00;128.114.251,00
USA;BOG;145;1.160,00;4.888.205,00
USA;BOG;1.260,00;10.080,00;42.476.817,00
USA;BOG;631;10.890,00;46.271.610,00
USA;BOG;114;684;2.882.355,00
USA;BOG;1.090,00;9.810,00;41.339.045,00
USA;BOG;1.985,00;17.634,00;74.309.146,00
USA;BOG;855;18.455,00;80.452.727,00
USA;BOG;50;969;4.224.258,00
USA;BOG;45;312;1.310.877,00
USA;BOG;2.449,00;19.336,00;81.243.136,00
USA;BOG;5.470,00;48.000,00;202.146.355,00
USA;BOG;52;570;2.405.169,00
USA;BOG;72;1.595,00;6.719.611,00
USA;BOG;52;535;2.254.024,00
USA;BOG;120;2.356,00;9.926.545,00
USA;BOG;13;261;1.103.295,00
USA;BOG;15;308;1.301.367,00
USA;BOG;40;56;235.900,00
USA;BOG;18;342;1.440.675,00
USA;BOG;54;369;1.554.412,00
USA;BOG;4;114;481.067,00
USA;BOG;3;39;165.551,00
USA;BOG;6;109;459.583,00
USA;BOG;3;67;284.343,00
USA;BOG;14;198;836.391,00
USA;BOG;6;94;399.345,00
USA;BOG;25;622;2.566.116,00
USA;BOG;15;393;1.621.257,00
USA;BOG;20;402;1.657.313,00
USA;BOG;12;240;992.410,00
USA;BOG;5;104;429.574,00
USA;BOG;3;63;261.206,00
USA;BOG;20;25;105.487,00
USA;BOG;20;22;93.126,00
USA;BOG;138;3.185,00;13.503.704,00
USA;BOG;1.346,00;12.581,00;53.330.582,00
USA;BOG;36;1.106,00;4.660.204,00
USA;BOG;56;1.464,00;6.170.764,00
USA;BOG;111;4.494,00;18.933.797,00
USA;BOG;50;1.520,00;6.406.580,00
USA;BOG;126;1.592,00;6.716.163,00
USA;BOG;40;580;2.448.533,00
USA;BOG;79;1.550,00;6.531.439,00
USA;BOG;1.456,00;23.917,00;100.868.845,00
USA;BOG;788;13.043,00;55.232.427,00
USA;BOG;270;3.100,00;13.107.288,00
USA;BOG;29;285;1.212.409,00
USA;BOG;196;3.508,00;14.803.229,00
USA;BOG;93;1.801,00;7.626.179,00
USA;BOG;82;1.938,00;8.165.973,00
USA;BOG;81;1.205,00;5.121.064,00
USA;BOG;400;4.684,00;19.759.517,00
USA;BOG;182;2.173,00;9.235.966,00
USA;BOG;71;546;2.308.549,00
USA;BOG;985;12.919,00;54.460.504,00
USA;BOG;988;17.414,00;73.667.945,00
USA;BOG;17;329;1.389.535,00
USA;BOG;310;4.929,00;20.893.291,00
USA;BOG;48;88;373.018,00
USA;BOG;20.371,00;16.171.920,00;69.091.591.190,00
USA;BOG;4;88;367.758,00
USA;BOG;6;90;372.728,00
USA;BOG;7;144;598.022,00
USA;BOG;9;306;1.269.762,00
USA;BOG;198;2.556,00;10.852.951,00
USA;BOG;4;86;357.819,00
USA;BOG;16;461;1.910.027,00
USA;BOG;182;1.639,00;6.911.735,00
USA;BOG;18;416;1.722.834,00
USA;BOG;6;113;469.638,00
USA;BOG;16;337;1.398.146,00
USA;BOG;188;1.899,00;8.064.897,00
USA;BOG;3;54;223.637,00
USA;BOG;8;161;669.255,00
USA;BOG;10;196;815.033,00
USA;BOG;11;264;1.094.165,00
USA;BOG;31;867;3.594.347,00
USA;BOG;28;1.124,00;4.657.452,00
USA;BOG;4;83;347.051,00
USA;BOG;34;612;2.600.388,00
USA;BOG;40;720;3.037.127,00
USA;BOG;96;1.291,00;5.434.733,00
USA;BOG;178;1.789,00;7.556.190,00
USA;BOG;694;18.523,00;78.184.248,00
USA;BOG;858;15.249,00;64.653.183,00
USA;BOG;488;4.781,00;20.148.638,00
USA;BOG;213;1.663,00;7.036.966,00
USA;BOG;8;162;675.297,00
USA;BOG;128;1.271,00;5.384.520,00
USA;BOG;177;2.411,00;10.164.814,00
USA;BOG;37;512;2.157.041,00
USA;BOG;717;7.505,00;31.679.561,00
USA;BOG;41;453;1.916.491,00
USA;BOG;1;24;99.394,00
USA;BOG;1.131,00;19.819,00;83.801.916,00
USA;BOG;733;11.739,00;49.778.213,00
USA;BOG;14;897;3.815.007,00
USA;BOG;4;56;237.944,00
USA;BOG;14;226;968.630,00
USA;BOG;26;549;2.320.180,00
USA;BOG;13;258;1.096.375,00
USA;BOG;58;634;2.693.866,00
USA;BOG;12;196;833.653,00
USA;BOG;55;144;606.130,00
USA;BOG;8;150;623.699,00
USA;BOG;53;153;650.834,00
USA;BOG;66;138;586.725,00
USA;BOG;282;3.031,00;12.491.659,00
USA;BOG;4.174,00;44.870,00;184.894.279,00
USA;BOG;471;6.529,00;26.903.527,00
USA;BOG;113;2.875,00;12.082.970,00
USA;BOG;952;3.134,00;13.250.373,00
USA;BOG;60;1.464,00;6.424.439,00
USA;BOG;267;1.148,00;4.840.587,00
USA;BOG;1.446,00;4.662,00;19.646.539,00
USA;BOG;12.330,00;39.394,00;166.008.547,00
USA;BOG;714;4.753,00;20.114.553,00
USA;BOG;88;1.351,00;5.706.914,00
USA;BOG;1.648,00;9.465,00;39.965.966,00
USA;BOG;7.996,00;28.367,00;120.013.727,00
USA;BOG;6.412,00;19.224,00;81.009.696,00
USA;BOG;34.813,00;118.374,00;484.446.704,00
USA;BOG;39;200;847.770,00
USA;BOG;2.179,00;21.712,00;92.037.302,00
USA;BOG;7.180,00;80.441,00;340.980.723,00
USA;BOG;385;3.696,00;15.666.789,00
USA;BOG;60;144;610.394,00
USA;BOG;32;830;3.640.927,00
USA;BOG;1.524,00;16.329,00;71.630.999,00
USA;BOG;6.408,00;101.985,00;428.032.484,00
USA;BOG;30.052,00;157.906,00;661.213.686,00
USA;BOG;1.086,00;12.731,00;54.712.160,00
USA;BOG;71;17.194,00;74.235.837,00
USA;BOG;35;8.500,00;35.202.155,00
USA;BOG;21;2.842,00;12.046.811,00
USA;BOG;5;1.199,00;5.040.575,00
USA;BOG;40;790;3.356.710,00
USA;BOG;345;3.845,00;16.337.405,00
USA;BOG;150;2.110,00;8.965.390,00
USA;BOG;270;3.578,00;15.205.046,00
USA;BOG;230;54.368,00;233.969.282,00
USA;BOG;17;6.519,00;27.118.793,00
USA;BOG;44;24.470,00;103.079.875,00
USA;BOG;20;3.446,00;14.514.083,00
USA;BOG;188;54.754,00;227.013.931,00
USA;BOG;6;1.833,00;7.705.437,00
USA;BOG;18;4.266,00;17.970.525,00
USA;BOG;22;6.336,00;26.690.400,00
USA;BOG;1;154;648.632,00
USA;BOG;25;7.021,00;29.273.799,00
USA;BOG;1.085,00;17.099,00;72.380.225,00
USA;BOG;350;4.815,00;20.458.935,00
USA;BOG;47;7.001,00;29.676.188,00
USA;BOG;40;4.960,00;21.757.833,00
USA;BOG;12;2.196,00;9.330.804,00
USA;BOG;106;24.606,00;102.242.987,00
USA;BOG;31;5.524,00;24.015.172,00
USA;BOG;8;1.584,00;6.421.155,00
USA;BOG;4.637,00;24.052,00;101.954.261,00
USA;BOG;1.710.122,00;16.340,00;68.671.934,00
USA;BOG;1.473,00;48.858,00;207.673.212,00
USA;BOG;40;1.410,00;5.971.055,00
USA;BOG;656;3.159,00;13.354.874,00
USA;BOG;200;963;4.073.470,00
USA;BOG;2.242,00;8.927,00;37.738.756,00
USA;BOG;24;9.933,00;40.930.942,00
USA;BOG;1.286,00;16.718,00;70.241.178,00
USA;BOG;100;1.600,00;6.647.903,00
USA;BOG;3.582,00;68.520,00;287.857.116,00
USA;BOG;192;5.363,00;22.388.515,00
USA;BOG;1.388,00;38.090,00;159.986.080,00
USA;BOG;2.642,00;69.406,00;292.477.583,00
USA;BOG;204;4.627,00;19.498.249,00
USA;CTG;83.934,00;701.859,00;3.029.060.642,00
EST;BOG;11.402,00;8.702,00;36.787.593,00
EST;BOG;3.510,00;2.456,00;10.775.391,00
EST;BOG;4.930,00;3.768,00;15.304.050,00
EST;BOG;4.001,00;660;2.680.147,00
EST;BOG;17.200,00;2.836,00;12.053.351,00
EST;BOG;73.400,00;11.277,00;48.617.757,00
EST;BOG;80;208;912.425,00
EST;BOG;13.222,00;17.138,00;75.100.047,00
EST;BOG;90;81;353.111,00
EST;BOG;1.311,00;1.247,00;5.373.527,00
EST;BOG;24.100,00;2.651,00;11.190.904,00
EST;BOG;1.000,00;204;861.163,00
EST;BOG;3.200,00;512;2.232.012,00
EST;BOG;20.800,00;3.286,00;14.326.732,00
EST;BOG;650;256;1.085.145,00
PHL;BOG;1.346,00;4.725,00;19.949.375,00
PHL;BOG;5;5.168,00;21.906.376,00
PHL;BOG;97;1.468,00;6.082.932,00
PHL;BOG;11;4.100,00;17.379.285,00
PHL;BOG;190;9.071,00;37.981.205,00
PHL;BOG;388;9.040,00;37.852.663,00
PHL;BOG;154;6.248,00;26.378.166,00
PHL;BOG;400;96;405.829,00
PHL;BOG;480;67;284.080,00
PHL;BOG;1.242,00;435;1.818.671,00
FIN;BOG;14.400,00;2.142,00;9.046.756,00
FIN;BOG;12.800,00;1.904,00;8.041.561,00
FIN;BOG;1.328,00;4.032,00;17.687.013,00
FIN;BOG;711.600,00;111.703,00;474.626.174,00
FIN;BOG;21.947,00;4.188,00;17.771.881,00
FIN;BOG;16.221,00;6.700,00;28.345.840,00
FIN;BOG;350;54;237.976,00
FIN;BOG;5;6.226,00;27.315.337,00
FIN;BOG;75;4.442,00;18.792.792,00
FRA;BOG;35.000,00;18.858,00;79.442.086,00
FRA;BOG;400;184;758.194,00
FRA;BOG;37.518,00;19.108,00;81.299.301,00
FRA;BOG;480;299;1.265.528,00
FRA;BOG;480;247;1.043.857,00
FRA;BOG;6.415,00;3.550,00;14.858.473,00
FRA;BOG;3.710,00;2.035,00;8.650.114,00
FRA;BOG;12;37;163.183,00
FRA;BOG;227;550;2.416.172,00
FRA;BOG;34;112;492.183,00
FRA;BOG;92;1.039,00;4.367.238,00
FRA;BOG;1.339,00;35.331,00;153.571.721,00
FRA;BOG;80;44;186.509,00
FRA;BOG;8;44;186.509,00
FRA;BOG;450;214;903.896,00
FRA;BOG;274;1.611,00;6.815.555,00
FRA;BOG;767;4.891,00;20.695.424,00
FRA;BOG;2.340,00;12.604,00;53.322.608,00
FRA;BOG;51;2.661,00;11.253.172,00
FRA;BOG;143;15.233,00;61.754.209,00
FRA;BOG;1.960.900,00;58.906,00;250.294.950,00
FRA;BOG;2;7.000,00;29.549.730,00
FRA;BOG;19.282,00;5.097,00;21.417.040,00
FRA;BOG;36;1.910,00;8.119.711,00
FRA;BOG;31.075,00;9.557,00;38.809.352,00
FRA;BOG;23.420,00;2.534,00;10.290.143,00
FRA;BOG;15.600,00;1.989,00;8.378.662,00
FRA;BOG;3.600,00;678;2.856.075,00
FRA;BOG;61.125,00;126.122,00;551.463.302,00
FRA;BOG;9.377,00;47.671,00;208.535.227,00
FRA;BOG;1.010,00;5.570,00;24.325.508,00
FRA;BOG;755;3.181,00;13.889.068,00
FRA;BOG;1.452,00;3.847,00;16.828.611,00
FRA;BOG;156;851;3.718.520,00
FRA;BOG;4.278,00;18.184,00;79.459.078,00
FRA;BOG;45.820,00;8.121,00;34.136.522,00
FRA;BOG;550;159;670.144,00
FRA;BOG;7.300,00;1.157,00;5.077.120,00
FRA;BOG;1.776,00;3.315,00;14.542.655,00
FRA;BOG;16;154;676.115,00
FRA;BOG;472;9.902,00;43.438.769,00
FRA;BOG;18.400,00;8.170,00;35.618.128,00
FRA;BOG;2;3.992,00;16.968.922,00
FRA;BOG;1;1.502,00;6.385.146,00
FRA;BOG;1;1.428,00;6.072.198,00
FRA;BOG;265;159.781,00;700.680.748,00
FRA;BOG;236;143.207,00;608.514.897,00
FRA;BOG;77;933;3.948.555,00
FRA;BOG;11.800,00;1.888,00;7.666.847,00
FRA;BOG;33.200,00;3.984,00;16.782.600,00
FRA;BOG;1.440,00;244;1.031.220,00
FRA;BOG;4.960,00;1.103,00;4.648.915,00
FRA;BOG;39.980,00;7.956,00;33.517.177,00
FRA;BOG;14;4.277,00;17.623.891,00
FRA;BOG;2;342;1.409.252,00
FRA;BOG;4;778;3.205.842,00
FRA;BOG;14.020,00;30.865,00;134.618.020,00
FRA;BOG;840;3.200,00;13.951.518,00
FRA;BOG;510;2.322,00;10.125.011,00
FRA;BOG;390;1.434,00;6.252.338,00
FRA;BOG;300;542;2.363.797,00
FRA;BOG;700;2.944,00;12.834.640,00
FRA;BOG;39;8.917,00;36.661.690,00
FRA;BOG;18.000,00;99.680,00;437.262.268,00
FRA;BOG;21.160,00;3.302,00;13.976.049,00
FRA;BOG;7.950,00;1.323,00;5.598.896,00
FRA;BOG;2.400,00;360;1.519.700,00
FRA;BOG;35;22;95.867,00
FRA;BOG;3.600,00;19.480,00;85.452.136,00
FRA;BOG;600;5.910,00;24.895.875,00
FRA;BOG;640;5.696,00;23.471.051,00
FRA;BOG;95;741;3.053.379,00
FRA;BOG;305;2.220,00;9.149.424,00
FRA;BOG;5;5.354,00;23.488.897,00
FRA;BOG;4.400,00;506;2.125.974,00
FRA;BOG;2.160,00;257;1.079.961,00
FRA;BOG;52.880,00;7.647,00;32.430.696,00
FRA;BOG;308;2.587,00;10.660.868,00
FRA;BOG;2;1;4.120,00
FRA;BOG;6;3;12.361,00
FRA;BOG;6;3;12.361,00
FRA;BOG;68.640,00;10.626,00;45.149.874,00
FRA;BOG;11.040,00;1.771,00;7.494.412,00
FRA;BOG;300;84;355.485,00
FRA;BOG;8.100,00;1.335,00;5.649.679,00
FRA;BOG;870;1.608,00;6.837.573,00
FRA;BOG;2.232,00;15.257,00;64.567.589,00
FRA;BOG;727;5.179,00;21.819.907,00
FRA;BOG;1.084,00;6.169,00;25.989.440,00
FRA;BOG;3.113,00;40.107,00;169.336.588,00
FRA;BOG;2.110,00;2.991,00;12.629.723,00
FRA;BOG;1.694,00;1.515.162,00;6.572.162.296,00
FRA;BOG;1.173,00;105.916,00;429.359.868,00
GEO;BOG;18.970,00;12.025,00;50.009.854,00
GEO;BOG;90;0;3.727,00
GEO;BOG;477;6.845,00;28.205.643,00
GHA;BOG;31;1.000,00;4.238.850,00
GRD;BOG;1.225,00;630;2.680.942,00
GRD;BOG;100;25;106.302,00
GRD;BOG;570;188;799.818,00
GRD;BOG;400;160;680.334,00
GRD;BOG;85;64;273.834,00
GRD;BOG;5;54;229.612,00
GRD;BOG;42;1.726,00;7.151.255,00
GRD;BOG;181;7.237,00;29.973.309,00
GRD;BOG;399;5.241,00;21.706.891,00
GRD;BOG;30;2.207,00;9.143.035,00
GRD;BOG;341;3.139,00;13.003.427,00
GRD;BOG;400;296;1.225.863,00
GRD;BOG;164;7.291,00;30.195.580,00
GRD;BOG;313;9.474,00;39.239.635,00
GRD;BOG;1.920,00;25.784,00;106.785.861,00
GRD;BOG;70;5.351,00;22.161.454,00
GRD;BOG;867;7.931,00;32.849.408,00
GRD;BOG;400;380;1.573.743,00
GRD;BOG;37;1.435,00;5.944.111,00
GRD;BOG;237;6.155,00;25.491.951,00
GRC;BOG;12;54;237.848,00
GRC;BOG;683;14.852,00;64.747.683,00
GRC;BOG;21;204;890.015,00
GRC;BOG;22;227;991.676,00
GLP;BOG;9.400,00;1.410,00;5.810.074,00
GLP;BOG;2.000,00;500;2.060.310,00
GLP;BOG;4.600,00;4.503,00;18.651.758,00
GLP;BOG;2.600,00;1.349,00;5.590.309,00
GLP;BOG;4.800,00;676;2.843.595,00
GLP;BOG;4.600,00;685;2.879.728,00
GLP;BOG;5.368,00;1.299,00;5.458.039,00
GLP;BOG;1.200,00;1.135,00;4.769.576,00
GLP;BOG;2.120,00;606;2.547.471,00
GLP;BOG;1.200,00;336;1.367.687,00
GLP;BOG;600;192;820.455,00
GLP;BOG;1.200,00;734;2.982.273,00
GLP;BOG;708;492;2.052.158,00
GLP;BOG;750;150;653.910,00
GLP;BOG;320;155;630.240,00
GLP;BOG;1.440,00;1.092,00;4.642.491,00
GLP;BOG;141;1.414,00;6.039.320,00
GLP;BOG;3.800,00;3.495,00;14.861.607,00
GLP;BOG;310;108;461.351,00
GLP;BOG;1.000,00;300;1.275.627,00
GLP;BOG;3.094,00;1.485,00;6.314.863,00
GLP;BOG;750;367;1.562.643,00
GLP;BOG;440;220;935.459,00
GLP;BOG;170;221;939.711,00
GLP;BOG;12;263;1.118.299,00
GLP;BOG;31;210;902.253,00
GUM;BOG;2.400,00;326;1.371.379,00
GUM;BOG;425;430;1.807.078,00
GUM;BOG;1.920,00;522;2.194.207,00
GUM;BOG;1.500,00;548;2.328.452,00
GTM;BOG;153;7.859,00;31.862.350,00
GTM;BOG;14;1.547,00;6.271.166,00
GTM;BOG;4;295;1.199.102,00
GTM;BOG;4;309;1.254.233,00
GTM;BOG;2;96;392.809,00
GTM;BOG;12;642;2.604.946,00
GTM;BOG;300;5.966,00;24.228.536,00
GTM;BOG;18;872;3.535.284,00
GTM;BOG;5;30;121.824,00
GTM;BOG;132;78.614,00;332.742.648,00
GTM;BOG;54;6.713,00;28.344.790,00
GTM;BOG;141;5.447,00;22.634.035,00
GTM;BOG;15;554;2.301.836,00
GTM;BOG;1;100;424.900,00
GTM;BOG;342;4.097,00;17.297.820,00
GTM;BOG;509;2.656,00;11.260.844,00
GTM;BOG;4.120,00;2.543,00;10.780.455,00
GTM;BOG;130;149;633.708,00
GTM;BOG;2.113,00;5.899,00;25.006.671,00
GTM;BOG;365;7.150,00;30.307.777,00
GTM;BOG;30.000,00;8.848,00;35.867.668,00
GTM;BOG;33;6.930,00;29.313.674,00
GTM;BOG;13.197,00;6.205,00;25.154.269,00
GTM;BOG;260;95.700,00;403.643.009,00
GTM;BOG;366;27.592,00;117.239.045,00
GTM;BOG;91;58.175,00;241.713.634,00
GTM;BOG;1.689,00;70.542,00;297.845.125,00
GTM;BOG;620;24.427,00;103.869.204,00
GTM;BOG;250;3.401,00;14.358.087,00
GTM;BOG;123;7.665,00;32.569.264,00
GTM;BOG;1.950,00;19;82.309,00
GTM;BOG;24;24;101.433,00
GTM;BOG;20;350;1.420.437,00
GTM;BOG;2;12;52.617,00
GTM;BOG;28;150;623.055,00
GTM;BOG;19;139;580.151,00
GTM;BOG;105;552;2.308.152,00
GTM;BOG;156;950;3.963.402,00
GTM;BOG;76;476;1.982.050,00
GTM;BOG;820;3.705,00;15.496.887,00
GTM;BOG;17;87;364.025,00
GTM;BOG;160;701;2.947.275,00
GTM;BOG;869;8.242,00;34.496.489,00
GTM;BOG;381;1.620,00;6.788.998,00
GTM;BOG;1.909,00;4.713,00;19.698.914,00
GTM;BOG;5;24;103.989,00
GTM;BOG;259;1.132,00;4.708.988,00
GTM;BOG;432;1.229,00;5.133.107,00
GTM;BOG;168;524;2.194.948,00
GTM;BOG;89;375;1.569.269,00
GTM;BOG;1.974,00;4.582,00;19.145.939,00
GTM;BOG;746;3.378,00;14.093.789,00
GTM;BOG;385;1.321,00;5.518.219,00
GTM;BOG;6;6;28.555,00
GTM;BOG;8;93;393.735,00
GTM;BOG;21;232;975.900,00
GTM;BOG;4;46;192.465,00
GTM;BOG;2;20;85.904,00
GTM;BOG;2;13;55.526,00
GTM;BOG;224;1.675,00;7.017.717,00
